# x	y	u	v	s2n	mask
 32.0000	5760.0000	 -0.0022	 -0.0009	     nan	  0.0000
 64.0000	5760.0000	 -0.0024	 -0.0008	     nan	  0.0000
 96.0000	5760.0000	 -0.0029	  0.0003	     nan	  0.0000
128.0000	5760.0000	 -0.0040	  0.0038	     nan	  0.0000
160.0000	5760.0000	 -0.0047	  0.0064	     nan	  0.0000
192.0000	5760.0000	 -0.0048	  0.0074	     nan	  0.0000
224.0000	5760.0000	 -0.0049	  0.0078	     nan	  0.0000
256.0000	5760.0000	 -0.0046	  0.0076	     nan	  0.0000
288.0000	5760.0000	 -0.0038	  0.0063	     nan	  0.0000
320.0000	5760.0000	 -0.0034	  0.0049	     nan	  0.0000
352.0000	5760.0000	 -0.0028	  0.0032	     nan	  0.0000
384.0000	5760.0000	 -0.0015	  0.0001	     nan	  0.0000
416.0000	5760.0000	 -0.0006	 -0.0051	     nan	  0.0000
448.0000	5760.0000	 -0.0000	 -0.0072	     nan	  0.0000
480.0000	5760.0000	  0.0003	 -0.0073	     nan	  0.0000
512.0000	5760.0000	  0.0005	 -0.0058	     nan	  0.0000
544.0000	5760.0000	  0.0007	 -0.0045	     nan	  0.0000
576.0000	5760.0000	  0.0009	 -0.0038	     nan	  0.0000
608.0000	5760.0000	  0.0010	 -0.0037	     nan	  0.0000
640.0000	5760.0000	  0.0010	 -0.0036	     nan	  0.0000
672.0000	5760.0000	  0.0010	 -0.0035	     nan	  0.0000
704.0000	5760.0000	  0.0010	 -0.0035	     nan	  0.0000
736.0000	5760.0000	  0.0007	 -0.0037	     nan	  0.0000
768.0000	5760.0000	  0.0003	 -0.0039	     nan	  0.0000
800.0000	5760.0000	 -0.0002	 -0.0040	     nan	  0.0000
832.0000	5760.0000	 -0.0009	 -0.0039	     nan	  0.0000
864.0000	5760.0000	 -0.0016	 -0.0036	     nan	  0.0000
896.0000	5760.0000	 -0.0024	 -0.0031	     nan	  0.0000
928.0000	5760.0000	 -0.0032	 -0.0026	     nan	  0.0000
960.0000	5760.0000	 -0.0038	 -0.0019	     nan	  0.0000
992.0000	5760.0000	 -0.0042	 -0.0011	     nan	  0.0000
1024.0000	5760.0000	 -0.0045	 -0.0003	     nan	  0.0000
1056.0000	5760.0000	 -0.0045	  0.0006	     nan	  0.0000
1088.0000	5760.0000	 -0.0045	  0.0014	     nan	  0.0000
1120.0000	5760.0000	 -0.0045	  0.0021	     nan	  0.0000
1152.0000	5760.0000	 -0.0046	  0.0028	     nan	  0.0000
1184.0000	5760.0000	 -0.0046	  0.0034	     nan	  0.0000
1216.0000	5760.0000	 -0.0047	  0.0039	     nan	  0.0000
1248.0000	5760.0000	 -0.0047	  0.0045	     nan	  0.0000
1280.0000	5760.0000	 -0.0046	  0.0051	     nan	  0.0000
1312.0000	5760.0000	 -0.0043	  0.0060	     nan	  0.0000
1344.0000	5760.0000	 -0.0036	  0.0070	     nan	  0.0000
1376.0000	5760.0000	 -0.0026	  0.0084	     nan	  0.0000
1408.0000	5760.0000	 -0.0010	  0.0101	     nan	  0.0000
1440.0000	5760.0000	  0.0012	  0.0120	     nan	  0.0000
1472.0000	5760.0000	  0.0041	  0.0141	     nan	  0.0000
1504.0000	5760.0000	  0.0075	  0.0159	     nan	  0.0000
1536.0000	5760.0000	  0.0107	  0.0161	     nan	  0.0000
1568.0000	5760.0000	  0.0140	  0.0152	     nan	  0.0000
1600.0000	5760.0000	  0.0172	  0.0130	     nan	  0.0000
1632.0000	5760.0000	  0.0190	  0.0091	     nan	  0.0000
1664.0000	5760.0000	  0.0196	  0.0044	     nan	  0.0000
1696.0000	5760.0000	  0.0188	 -0.0009	     nan	  0.0000
1728.0000	5760.0000	  0.0159	 -0.0056	     nan	  0.0000
1760.0000	5760.0000	  0.0172	 -0.0085	     nan	  0.0000
1792.0000	5760.0000	  0.0220	 -0.0092	     nan	  0.0000
1824.0000	5760.0000	  0.0144	 -0.0015	     nan	  0.0000
1856.0000	5760.0000	  0.0069	  0.0104	     nan	  0.0000
1888.0000	5760.0000	 -0.0024	  0.0232	     nan	  0.0000
1920.0000	5760.0000	 -0.0183	  0.0073	     nan	  0.0000
1952.0000	5760.0000	 -0.0151	 -0.0027	     nan	  0.0000
1984.0000	5760.0000	 -0.0228	 -0.0006	     nan	  0.0000
2016.0000	5760.0000	 -0.0296	 -0.0049	     nan	  0.0000
2048.0000	5760.0000	 -0.0230	 -0.0122	     nan	  0.0000
