# x	y	u	v	s2n	mask
 32.0000	5760.0000	 -0.0076	  0.0034	     nan	  0.0000
 64.0000	5760.0000	 -0.0070	  0.0033	     nan	  0.0000
 96.0000	5760.0000	 -0.0061	  0.0032	     nan	  0.0000
128.0000	5760.0000	 -0.0046	  0.0028	     nan	  0.0000
160.0000	5760.0000	 -0.0033	  0.0024	     nan	  0.0000
192.0000	5760.0000	 -0.0022	  0.0019	     nan	  0.0000
224.0000	5760.0000	 -0.0013	  0.0014	     nan	  0.0000
256.0000	5760.0000	 -0.0006	  0.0009	     nan	  0.0000
288.0000	5760.0000	  0.0001	  0.0004	     nan	  0.0000
320.0000	5760.0000	  0.0006	  0.0006	     nan	  0.0000
352.0000	5760.0000	  0.0012	  0.0013	     nan	  0.0000
384.0000	5760.0000	  0.0024	  0.0037	     nan	  0.0000
416.0000	5760.0000	  0.0023	  0.0093	     nan	  0.0000
448.0000	5760.0000	  0.0019	  0.0114	     nan	  0.0000
480.0000	5760.0000	  0.0017	  0.0114	     nan	  0.0000
512.0000	5760.0000	  0.0016	  0.0107	     nan	  0.0000
544.0000	5760.0000	  0.0013	  0.0102	     nan	  0.0000
576.0000	5760.0000	  0.0009	  0.0099	     nan	  0.0000
608.0000	5760.0000	  0.0008	  0.0088	     nan	  0.0000
640.0000	5760.0000	  0.0007	  0.0072	     nan	  0.0000
672.0000	5760.0000	  0.0006	  0.0054	     nan	  0.0000
704.0000	5760.0000	  0.0002	  0.0039	     nan	  0.0000
736.0000	5760.0000	 -0.0003	  0.0027	     nan	  0.0000
768.0000	5760.0000	 -0.0008	  0.0015	     nan	  0.0000
800.0000	5760.0000	 -0.0015	  0.0005	     nan	  0.0000
832.0000	5760.0000	 -0.0024	 -0.0002	     nan	  0.0000
864.0000	5760.0000	 -0.0035	 -0.0007	     nan	  0.0000
896.0000	5760.0000	 -0.0045	 -0.0010	     nan	  0.0000
928.0000	5760.0000	 -0.0054	 -0.0013	     nan	  0.0000
960.0000	5760.0000	 -0.0062	 -0.0016	     nan	  0.0000
992.0000	5760.0000	 -0.0069	 -0.0017	     nan	  0.0000
1024.0000	5760.0000	 -0.0074	 -0.0018	     nan	  0.0000
1056.0000	5760.0000	 -0.0075	 -0.0019	     nan	  0.0000
1088.0000	5760.0000	 -0.0074	 -0.0019	     nan	  0.0000
1120.0000	5760.0000	 -0.0072	 -0.0017	     nan	  0.0000
1152.0000	5760.0000	 -0.0069	 -0.0014	     nan	  0.0000
1184.0000	5760.0000	 -0.0064	 -0.0011	     nan	  0.0000
1216.0000	5760.0000	 -0.0056	 -0.0009	     nan	  0.0000
1248.0000	5760.0000	 -0.0047	 -0.0007	     nan	  0.0000
1280.0000	5760.0000	 -0.0036	 -0.0006	     nan	  0.0000
1312.0000	5760.0000	 -0.0024	 -0.0006	     nan	  0.0000
1344.0000	5760.0000	 -0.0011	 -0.0008	     nan	  0.0000
1376.0000	5760.0000	  0.0003	 -0.0010	     nan	  0.0000
1408.0000	5760.0000	  0.0014	 -0.0012	     nan	  0.0000
1440.0000	5760.0000	  0.0023	 -0.0013	     nan	  0.0000
1472.0000	5760.0000	  0.0028	 -0.0011	     nan	  0.0000
1504.0000	5760.0000	  0.0027	 -0.0005	     nan	  0.0000
1536.0000	5760.0000	  0.0025	  0.0004	     nan	  0.0000
1568.0000	5760.0000	  0.0022	  0.0019	     nan	  0.0000
1600.0000	5760.0000	  0.0021	  0.0038	     nan	  0.0000
1632.0000	5760.0000	  0.0026	  0.0055	     nan	  0.0000
1664.0000	5760.0000	  0.0027	  0.0068	     nan	  0.0000
1696.0000	5760.0000	  0.0024	  0.0058	     nan	  0.0000
1728.0000	5760.0000	  0.0019	  0.0036	     nan	  0.0000
1760.0000	5760.0000	 -0.0011	  0.0044	     nan	  0.0000
1792.0000	5760.0000	 -0.0042	  0.0078	     nan	  0.0000
1824.0000	5760.0000	 -0.0058	  0.0101	     nan	  0.0000
1856.0000	5760.0000	 -0.0116	  0.0131	     nan	  0.0000
1888.0000	5760.0000	 -0.0086	  0.0098	     nan	  0.0000
1920.0000	5760.0000	 -0.0020	  0.0008	     nan	  0.0000
1952.0000	5760.0000	  0.0036	 -0.0030	     nan	  0.0000
1984.0000	5760.0000	  0.0185	 -0.0076	     nan	  0.0000
2016.0000	5760.0000	  0.0365	 -0.0028	     nan	  0.0000
2048.0000	5760.0000	  0.0475	  0.0078	     nan	  0.0000
 32.0000	5728.0000	 -0.0167	  0.0038	     nan	  0.0000
 64.0000	5728.0000	 -0.0152	  0.0036	     nan	  0.0000
 96.0000	5728.0000	 -0.0132	  0.0034	     nan	  0.0000
128.0000	5728.0000	 -0.0105	  0.0031	     nan	  0.0000
160.0000	5728.0000	 -0.0079	  0.0027	     nan	  0.0000
192.0000	5728.0000	 -0.0053	  0.0021	     nan	  0.0000
224.0000	5728.0000	 -0.0026	  0.0016	     nan	  0.0000
256.0000	5728.0000	 -0.0011	  0.0009	     nan	  0.0000
288.0000	5728.0000	  0.0001	  0.0002	     nan	  0.0000
320.0000	5728.0000	  0.0005	 -0.0002	     nan	  0.0000
352.0000	5728.0000	  0.0009	 -0.0002	     nan	  0.0000
384.0000	5728.0000	  0.0016	  0.0008	     nan	  0.0000
416.0000	5728.0000	  0.0016	  0.0037	     nan	  0.0000
448.0000	5728.0000	  0.0013	  0.0054	     nan	  0.0000
480.0000	5728.0000	  0.0012	  0.0061	     nan	  0.0000
512.0000	5728.0000	  0.0012	  0.0065	     nan	  0.0000
544.0000	5728.0000	  0.0009	  0.0070	     nan	  0.0000
576.0000	5728.0000	  0.0004	  0.0076	     nan	  0.0000
608.0000	5728.0000	  0.0001	  0.0073	     nan	  0.0000
640.0000	5728.0000	 -0.0003	  0.0064	     nan	  0.0000
672.0000	5728.0000	 -0.0007	  0.0053	     nan	  0.0000
704.0000	5728.0000	 -0.0015	  0.0041	     nan	  0.0000
736.0000	5728.0000	 -0.0024	  0.0031	     nan	  0.0000
768.0000	5728.0000	 -0.0033	  0.0020	     nan	  0.0000
800.0000	5728.0000	 -0.0044	  0.0010	     nan	  0.0000
832.0000	5728.0000	 -0.0058	  0.0003	     nan	  0.0000
864.0000	5728.0000	 -0.0071	 -0.0003	     nan	  0.0000
896.0000	5728.0000	 -0.0085	 -0.0007	     nan	  0.0000
928.0000	5728.0000	 -0.0095	 -0.0010	     nan	  0.0000
960.0000	5728.0000	 -0.0104	 -0.0013	     nan	  0.0000
992.0000	5728.0000	 -0.0109	 -0.0014	     nan	  0.0000
1024.0000	5728.0000	 -0.0111	 -0.0016	     nan	  0.0000
1056.0000	5728.0000	 -0.0109	 -0.0016	     nan	  0.0000
1088.0000	5728.0000	 -0.0104	 -0.0016	     nan	  0.0000
1120.0000	5728.0000	 -0.0097	 -0.0015	     nan	  0.0000
1152.0000	5728.0000	 -0.0089	 -0.0012	     nan	  0.0000
1184.0000	5728.0000	 -0.0080	 -0.0010	     nan	  0.0000
1216.0000	5728.0000	 -0.0068	 -0.0008	     nan	  0.0000
1248.0000	5728.0000	 -0.0056	 -0.0007	     nan	  0.0000
1280.0000	5728.0000	 -0.0043	 -0.0005	     nan	  0.0000
1312.0000	5728.0000	 -0.0030	 -0.0006	     nan	  0.0000
1344.0000	5728.0000	 -0.0015	 -0.0007	     nan	  0.0000
1376.0000	5728.0000	 -0.0001	 -0.0010	     nan	  0.0000
1408.0000	5728.0000	  0.0011	 -0.0012	     nan	  0.0000
1440.0000	5728.0000	  0.0022	 -0.0014	     nan	  0.0000
1472.0000	5728.0000	  0.0028	 -0.0013	     nan	  0.0000
1504.0000	5728.0000	  0.0028	 -0.0007	     nan	  0.0000
1536.0000	5728.0000	  0.0024	  0.0004	     nan	  0.0000
1568.0000	5728.0000	  0.0018	  0.0023	     nan	  0.0000
1600.0000	5728.0000	  0.0009	  0.0049	     nan	  0.0000
1632.0000	5728.0000	  0.0014	  0.0070	     nan	  0.0000
1664.0000	5728.0000	  0.0022	  0.0063	     nan	  0.0000
1696.0000	5728.0000	  0.0036	 -0.0012	     nan	  0.0000
1728.0000	5728.0000	  0.0053	 -0.0111	     nan	  0.0000
1760.0000	5728.0000	  0.0017	 -0.0125	     nan	  0.0000
1792.0000	5728.0000	 -0.0024	 -0.0090	     nan	  0.0000
1824.0000	5728.0000	 -0.0025	 -0.0052	     nan	  0.0000
1856.0000	5728.0000	 -0.0145	  0.0040	     nan	  0.0000
1888.0000	5728.0000	 -0.0115	  0.0057	     nan	  0.0000
1920.0000	5728.0000	  0.0002	 -0.0011	     nan	  0.0000
1952.0000	5728.0000	  0.0170	 -0.0101	     nan	  0.0000
1984.0000	5728.0000	  0.0527	 -0.0228	     nan	  0.0000
2016.0000	5728.0000	  0.0775	 -0.0126	     nan	  0.0000
2048.0000	5728.0000	  0.0820	  0.0111	     nan	  0.0000
 32.0000	5696.0000	 -0.0194	  0.0035	     nan	  0.0000
 64.0000	5696.0000	 -0.0180	  0.0034	     nan	  0.0000
 96.0000	5696.0000	 -0.0157	  0.0032	     nan	  0.0000
128.0000	5696.0000	 -0.0122	  0.0031	     nan	  0.0000
160.0000	5696.0000	 -0.0092	  0.0028	     nan	  0.0000
192.0000	5696.0000	 -0.0059	  0.0024	     nan	  0.0000
224.0000	5696.0000	 -0.0014	  0.0018	     nan	  0.0000
256.0000	5696.0000	  0.0001	  0.0011	     nan	  0.0000
288.0000	5696.0000	  0.0004	  0.0004	     nan	  0.0000
320.0000	5696.0000	  0.0004	 -0.0002	     nan	  0.0000
352.0000	5696.0000	  0.0005	 -0.0007	     nan	  0.0000
384.0000	5696.0000	  0.0008	 -0.0006	     nan	  0.0000
416.0000	5696.0000	  0.0008	  0.0006	     nan	  0.0000
448.0000	5696.0000	  0.0006	  0.0016	     nan	  0.0000
480.0000	5696.0000	  0.0005	  0.0024	     nan	  0.0000
512.0000	5696.0000	  0.0004	  0.0033	     nan	  0.0000
544.0000	5696.0000	  0.0000	  0.0043	     nan	  0.0000
576.0000	5696.0000	 -0.0006	  0.0053	     nan	  0.0000
608.0000	5696.0000	 -0.0012	  0.0057	     nan	  0.0000
640.0000	5696.0000	 -0.0019	  0.0055	     nan	  0.0000
672.0000	5696.0000	 -0.0027	  0.0049	     nan	  0.0000
704.0000	5696.0000	 -0.0039	  0.0041	     nan	  0.0000
736.0000	5696.0000	 -0.0054	  0.0034	     nan	  0.0000
768.0000	5696.0000	 -0.0069	  0.0025	     nan	  0.0000
800.0000	5696.0000	 -0.0085	  0.0015	     nan	  0.0000
832.0000	5696.0000	 -0.0104	  0.0008	     nan	  0.0000
864.0000	5696.0000	 -0.0122	  0.0002	     nan	  0.0000
896.0000	5696.0000	 -0.0140	 -0.0002	     nan	  0.0000
928.0000	5696.0000	 -0.0154	 -0.0006	     nan	  0.0000
960.0000	5696.0000	 -0.0163	 -0.0008	     nan	  0.0000
992.0000	5696.0000	 -0.0168	 -0.0010	     nan	  0.0000
1024.0000	5696.0000	 -0.0167	 -0.0011	     nan	  0.0000
1056.0000	5696.0000	 -0.0160	 -0.0012	     nan	  0.0000
1088.0000	5696.0000	 -0.0150	 -0.0012	     nan	  0.0000
1120.0000	5696.0000	 -0.0136	 -0.0011	     nan	  0.0000
1152.0000	5696.0000	 -0.0121	 -0.0009	     nan	  0.0000
1184.0000	5696.0000	 -0.0105	 -0.0007	     nan	  0.0000
1216.0000	5696.0000	 -0.0088	 -0.0006	     nan	  0.0000
1248.0000	5696.0000	 -0.0070	 -0.0004	     nan	  0.0000
1280.0000	5696.0000	 -0.0054	 -0.0003	     nan	  0.0000
1312.0000	5696.0000	 -0.0039	 -0.0003	     nan	  0.0000
1344.0000	5696.0000	 -0.0023	 -0.0005	     nan	  0.0000
1376.0000	5696.0000	 -0.0008	 -0.0008	     nan	  0.0000
1408.0000	5696.0000	  0.0006	 -0.0011	     nan	  0.0000
1440.0000	5696.0000	  0.0020	 -0.0014	     nan	  0.0000
1472.0000	5696.0000	  0.0031	 -0.0014	     nan	  0.0000
1504.0000	5696.0000	  0.0033	 -0.0007	     nan	  0.0000
1536.0000	5696.0000	  0.0029	  0.0008	     nan	  0.0000
1568.0000	5696.0000	  0.0017	  0.0032	     nan	  0.0000
1600.0000	5696.0000	 -0.0015	  0.0063	     nan	  0.0000
1632.0000	5696.0000	 -0.0015	  0.0068	     nan	  0.0000
1664.0000	5696.0000	 -0.0003	  0.0007	     nan	  0.0000
1696.0000	5696.0000	  0.0028	 -0.0163	     nan	  0.0000
1728.0000	5696.0000	  0.0098	 -0.0361	     nan	  0.0000
1760.0000	5696.0000	  0.0052	 -0.0369	     nan	  0.0000
1792.0000	5696.0000	 -0.0012	 -0.0406	     nan	  0.0000
1824.0000	5696.0000	 -0.0056	 -0.0279	     nan	  0.0000
1856.0000	5696.0000	 -0.0182	 -0.0035	     nan	  0.0000
1888.0000	5696.0000	 -0.0240	  0.0195	     nan	  0.0000
1920.0000	5696.0000	 -0.0177	  0.0235	     nan	  0.0000
1952.0000	5696.0000	  0.0043	  0.0077	     nan	  0.0000
1984.0000	5696.0000	  0.0709	 -0.0258	     nan	  0.0000
2016.0000	5696.0000	  0.1061	 -0.0105	     nan	  0.0000
2048.0000	5696.0000	  0.0771	  0.0296	     nan	  0.0000
 32.0000	5664.0000	 -0.0209	  0.0034	     nan	  0.0000
 64.0000	5664.0000	 -0.0197	  0.0033	     nan	  0.0000
 96.0000	5664.0000	 -0.0170	  0.0032	     nan	  0.0000
128.0000	5664.0000	 -0.0117	  0.0032	     nan	  0.0000
160.0000	5664.0000	 -0.0087	  0.0031	     nan	  0.0000
192.0000	5664.0000	 -0.0065	  0.0028	     nan	  0.0000
224.0000	5664.0000	 -0.0038	  0.0024	     nan	  0.0000
256.0000	5664.0000	 -0.0023	  0.0018	     nan	  0.0000
288.0000	5664.0000	 -0.0016	  0.0011	     nan	  0.0000
320.0000	5664.0000	 -0.0012	  0.0005	     nan	  0.0000
352.0000	5664.0000	 -0.0008	 -0.0002	     nan	  0.0000
384.0000	5664.0000	 -0.0004	 -0.0005	     nan	  0.0000
416.0000	5664.0000	 -0.0003	 -0.0002	     nan	  0.0000
448.0000	5664.0000	 -0.0005	  0.0003	     nan	  0.0000
480.0000	5664.0000	 -0.0007	  0.0009	     nan	  0.0000
512.0000	5664.0000	 -0.0009	  0.0017	     nan	  0.0000
544.0000	5664.0000	 -0.0015	  0.0027	     nan	  0.0000
576.0000	5664.0000	 -0.0022	  0.0038	     nan	  0.0000
608.0000	5664.0000	 -0.0031	  0.0045	     nan	  0.0000
640.0000	5664.0000	 -0.0041	  0.0047	     nan	  0.0000
672.0000	5664.0000	 -0.0054	  0.0044	     nan	  0.0000
704.0000	5664.0000	 -0.0070	  0.0041	     nan	  0.0000
736.0000	5664.0000	 -0.0090	  0.0036	     nan	  0.0000
768.0000	5664.0000	 -0.0111	  0.0028	     nan	  0.0000
800.0000	5664.0000	 -0.0135	  0.0020	     nan	  0.0000
832.0000	5664.0000	 -0.0162	  0.0013	     nan	  0.0000
864.0000	5664.0000	 -0.0187	  0.0007	     nan	  0.0000
896.0000	5664.0000	 -0.0211	  0.0002	     nan	  0.0000
928.0000	5664.0000	 -0.0230	 -0.0001	     nan	  0.0000
960.0000	5664.0000	 -0.0241	 -0.0004	     nan	  0.0000
992.0000	5664.0000	 -0.0246	 -0.0005	     nan	  0.0000
1024.0000	5664.0000	 -0.0243	 -0.0005	     nan	  0.0000
1056.0000	5664.0000	 -0.0230	 -0.0006	     nan	  0.0000
1088.0000	5664.0000	 -0.0211	 -0.0006	     nan	  0.0000
1120.0000	5664.0000	 -0.0189	 -0.0005	     nan	  0.0000
1152.0000	5664.0000	 -0.0163	 -0.0005	     nan	  0.0000
1184.0000	5664.0000	 -0.0138	 -0.0003	     nan	  0.0000
1216.0000	5664.0000	 -0.0114	 -0.0002	     nan	  0.0000
1248.0000	5664.0000	 -0.0091	 -0.0001	     nan	  0.0000
1280.0000	5664.0000	 -0.0071	  0.0001	     nan	  0.0000
1312.0000	5664.0000	 -0.0054	  0.0001	     nan	  0.0000
1344.0000	5664.0000	 -0.0037	 -0.0001	     nan	  0.0000
1376.0000	5664.0000	 -0.0021	 -0.0005	     nan	  0.0000
1408.0000	5664.0000	 -0.0004	 -0.0010	     nan	  0.0000
1440.0000	5664.0000	  0.0020	 -0.0018	     nan	  0.0000
1472.0000	5664.0000	  0.0036	 -0.0020	     nan	  0.0000
1504.0000	5664.0000	  0.0044	 -0.0010	     nan	  0.0000
1536.0000	5664.0000	  0.0051	  0.0008	     nan	  0.0000
1568.0000	5664.0000	  0.0048	  0.0021	     nan	  0.0000
1600.0000	5664.0000	  0.0002	  0.0021	     nan	  0.0000
1632.0000	5664.0000	 -0.0008	 -0.0097	     nan	  0.0000
1664.0000	5664.0000	 -0.0011	 -0.0306	     nan	  0.0000
1696.0000	5664.0000	 -0.0005	 -0.0499	     nan	  0.0000
1728.0000	5664.0000	  0.0117	 -0.0329	     nan	  0.0000
1760.0000	5664.0000	  0.0125	  0.0062	     nan	  0.0000
1792.0000	5664.0000	  0.0106	 -0.0547	     nan	  0.0000
1824.0000	5664.0000	 -0.0018	 -0.0562	     nan	  0.0000
1856.0000	5664.0000	 -0.0294	 -0.0030	     nan	  0.0000
1888.0000	5664.0000	 -0.0689	  0.0844	     nan	  1.0000
1920.0000	5664.0000	 -0.0998	  0.1335	     nan	  1.0000
1952.0000	5664.0000	 -0.1325	  0.1130	     nan	  1.0000
1984.0000	5664.0000	 -0.1619	  0.0644	     nan	  0.0000
2016.0000	5664.0000	 -0.0670	  0.0802	     nan	  0.0000
2048.0000	5664.0000	 -0.0779	  0.1038	     nan	  0.0000
 32.0000	5632.0000	 -0.0240	  0.0041	     nan	  0.0000
 64.0000	5632.0000	 -0.0235	  0.0038	     nan	  0.0000
 96.0000	5632.0000	 -0.0216	  0.0035	     nan	  0.0000
128.0000	5632.0000	 -0.0174	  0.0032	     nan	  0.0000
160.0000	5632.0000	 -0.0145	  0.0031	     nan	  0.0000
192.0000	5632.0000	 -0.0124	  0.0029	     nan	  0.0000
224.0000	5632.0000	 -0.0100	  0.0026	     nan	  0.0000
256.0000	5632.0000	 -0.0077	  0.0020	     nan	  0.0000
288.0000	5632.0000	 -0.0057	  0.0014	     nan	  0.0000
320.0000	5632.0000	 -0.0044	  0.0008	     nan	  0.0000
352.0000	5632.0000	 -0.0035	  0.0002	     nan	  0.0000
384.0000	5632.0000	 -0.0028	 -0.0003	     nan	  0.0000
416.0000	5632.0000	 -0.0025	 -0.0003	     nan	  0.0000
448.0000	5632.0000	 -0.0026	 -0.0001	     nan	  0.0000
480.0000	5632.0000	 -0.0028	  0.0003	     nan	  0.0000
512.0000	5632.0000	 -0.0033	  0.0009	     nan	  0.0000
544.0000	5632.0000	 -0.0039	  0.0017	     nan	  0.0000
576.0000	5632.0000	 -0.0049	  0.0027	     nan	  0.0000
608.0000	5632.0000	 -0.0060	  0.0036	     nan	  0.0000
640.0000	5632.0000	 -0.0074	  0.0040	     nan	  0.0000
672.0000	5632.0000	 -0.0090	  0.0042	     nan	  0.0000
704.0000	5632.0000	 -0.0113	  0.0041	     nan	  0.0000
736.0000	5632.0000	 -0.0141	  0.0039	     nan	  0.0000
768.0000	5632.0000	 -0.0171	  0.0035	     nan	  0.0000
800.0000	5632.0000	 -0.0206	  0.0028	     nan	  0.0000
832.0000	5632.0000	 -0.0245	  0.0021	     nan	  0.0000
864.0000	5632.0000	 -0.0282	  0.0014	     nan	  0.0000
896.0000	5632.0000	 -0.0316	  0.0009	     nan	  0.0000
928.0000	5632.0000	 -0.0343	  0.0006	     nan	  0.0000
960.0000	5632.0000	 -0.0359	  0.0004	     nan	  0.0000
992.0000	5632.0000	 -0.0366	  0.0004	     nan	  0.0000
1024.0000	5632.0000	 -0.0362	  0.0004	     nan	  0.0000
1056.0000	5632.0000	 -0.0340	  0.0004	     nan	  0.0000
1088.0000	5632.0000	 -0.0310	  0.0004	     nan	  0.0000
1120.0000	5632.0000	 -0.0272	  0.0004	     nan	  0.0000
1152.0000	5632.0000	 -0.0229	  0.0002	     nan	  0.0000
1184.0000	5632.0000	 -0.0188	  0.0001	     nan	  0.0000
1216.0000	5632.0000	 -0.0151	  0.0001	     nan	  0.0000
1248.0000	5632.0000	 -0.0118	  0.0001	     nan	  0.0000
1280.0000	5632.0000	 -0.0094	  0.0003	     nan	  0.0000
1312.0000	5632.0000	 -0.0074	  0.0005	     nan	  0.0000
1344.0000	5632.0000	 -0.0052	  0.0004	     nan	  0.0000
1376.0000	5632.0000	 -0.0031	 -0.0001	     nan	  0.0000
1408.0000	5632.0000	 -0.0005	 -0.0007	     nan	  0.0000
1440.0000	5632.0000	  0.0043	 -0.0025	     nan	  0.0000
1472.0000	5632.0000	  0.0061	 -0.0031	     nan	  0.0000
1504.0000	5632.0000	  0.0079	 -0.0022	     nan	  0.0000
1536.0000	5632.0000	  0.0107	 -0.0015	     nan	  0.0000
1568.0000	5632.0000	  0.0122	 -0.0032	     nan	  0.0000
1600.0000	5632.0000	  0.0028	 -0.0068	     nan	  0.0000
1632.0000	5632.0000	 -0.0065	 -0.0237	     nan	  0.0000
