# x	y	u	v	s2n	mask
 32.0000	5792.0000	 -0.0268	 -0.0429	     nan	  0.0000
 64.0000	5792.0000	 -0.0276	 -0.0423	     nan	  0.0000
 96.0000	5792.0000	 -0.0288	 -0.0417	     nan	  0.0000
128.0000	5792.0000	 -0.0293	 -0.0410	     nan	  0.0000
160.0000	5792.0000	 -0.0299	 -0.0396	     nan	  0.0000
192.0000	5792.0000	 -0.0292	 -0.0378	     nan	  0.0000
224.0000	5792.0000	 -0.0266	 -0.0353	     nan	  0.0000
256.0000	5792.0000	 -0.0229	 -0.0315	     nan	  0.0000
288.0000	5792.0000	 -0.0186	 -0.0259	     nan	  0.0000
320.0000	5792.0000	 -0.0166	 -0.0207	     nan	  0.0000
352.0000	5792.0000	 -0.0179	 -0.0142	     nan	  0.0000
384.0000	5792.0000	 -0.0229	 -0.0042	     nan	  0.0000
416.0000	5792.0000	 -0.0236	  0.0000	     nan	  0.0000
448.0000	5792.0000	 -0.0237	  0.0024	     nan	  0.0000
480.0000	5792.0000	 -0.0266	  0.0069	     nan	  0.0000
512.0000	5792.0000	 -0.0290	  0.0105	     nan	  0.0000
544.0000	5792.0000	 -0.0289	  0.0127	     nan	  0.0000
576.0000	5792.0000	 -0.0250	  0.0140	     nan	  0.0000
608.0000	5792.0000	 -0.0204	  0.0152	     nan	  0.0000
640.0000	5792.0000	 -0.0162	  0.0164	     nan	  0.0000
672.0000	5792.0000	 -0.0112	  0.0179	     nan	  0.0000
704.0000	5792.0000	 -0.0055	  0.0189	     nan	  0.0000
736.0000	5792.0000	 -0.0004	  0.0194	     nan	  0.0000
768.0000	5792.0000	  0.0034	  0.0190	     nan	  0.0000
800.0000	5792.0000	  0.0057	  0.0181	     nan	  0.0000
832.0000	5792.0000	  0.0071	  0.0170	     nan	  0.0000
864.0000	5792.0000	  0.0077	  0.0155	     nan	  0.0000
896.0000	5792.0000	  0.0072	  0.0130	     nan	  0.0000
928.0000	5792.0000	  0.0059	  0.0100	     nan	  0.0000
960.0000	5792.0000	  0.0043	  0.0071	     nan	  0.0000
992.0000	5792.0000	  0.0026	  0.0049	     nan	  0.0000
1024.0000	5792.0000	  0.0005	  0.0034	     nan	  0.0000
1056.0000	5792.0000	 -0.0022	  0.0025	     nan	  0.0000
1088.0000	5792.0000	 -0.0049	  0.0019	     nan	  0.0000
1120.0000	5792.0000	 -0.0076	  0.0017	     nan	  0.0000
1152.0000	5792.0000	 -0.0104	  0.0017	     nan	  0.0000
1184.0000	5792.0000	 -0.0136	  0.0018	     nan	  0.0000
1216.0000	5792.0000	 -0.0170	  0.0018	     nan	  0.0000
1248.0000	5792.0000	 -0.0202	  0.0016	     nan	  0.0000
1280.0000	5792.0000	 -0.0226	  0.0013	     nan	  0.0000
1312.0000	5792.0000	 -0.0241	  0.0011	     nan	  0.0000
1344.0000	5792.0000	 -0.0247	  0.0010	     nan	  0.0000
1376.0000	5792.0000	 -0.0242	  0.0011	     nan	  0.0000
1408.0000	5792.0000	 -0.0226	  0.0013	     nan	  0.0000
1440.0000	5792.0000	 -0.0202	  0.0019	     nan	  0.0000
1472.0000	5792.0000	 -0.0175	  0.0026	     nan	  0.0000
1504.0000	5792.0000	 -0.0148	  0.0033	     nan	  0.0000
1536.0000	5792.0000	 -0.0134	  0.0040	     nan	  0.0000
1568.0000	5792.0000	 -0.0134	  0.0041	     nan	  0.0000
1600.0000	5792.0000	 -0.0146	  0.0029	     nan	  0.0000
1632.0000	5792.0000	 -0.0163	  0.0003	     nan	  0.0000
1664.0000	5792.0000	 -0.0152	 -0.0046	     nan	  0.0000
1696.0000	5792.0000	 -0.0135	 -0.0124	     nan	  0.0000
